gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3307298689	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/82810053	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.567064	-84.773261	31189.0						2015-12-05T14:41:42	5	12	2015	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	82810053		David Garrigues	2021-06-13T09:10:50	CC_BY_NC_4_0	David Garrigues	David Garrigues			2022-06-03T10:56:47.557Z	StillImage	COORDINATE_ROUNDED
3307258068	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/82809934	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.558868	-84.602177	31189.0						2015-12-05T00:00:00	5	12	2015	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	82809934		David Garrigues	2021-06-13T09:09:32	CC_BY_NC_4_0	David Garrigues	David Garrigues			2022-06-03T11:30:13.587Z	StillImage	COORDINATE_ROUNDED
3302057398	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81502744	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.836068	-85.619334	67.0						2021-06-03T17:30:22	3	6	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	81502744		Michelle Monge-Velazquez	2021-06-04T00:10:47	CC_BY_NC_4_0	Michelle Monge-Velazquez	Michelle Monge-Velazquez			2022-06-03T11:11:28.014Z	StillImage	COORDINATE_ROUNDED
3301973250	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81200915	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.747438	-85.217745	76.0						2021-06-01T11:45:30	1	6	2021	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	81200915		Zak	2021-06-02T12:05:45	CC_BY_NC_4_0	jefferson_1	jefferson_1			2022-06-03T11:12:30.115Z	StillImage	COORDINATE_ROUNDED
3124895397	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/80059056	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.608214	-85.111102	456.0						2019-07-21T00:00:00	21	7	2019	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	80059056		Alejandro Garza Garcia	2021-05-24T03:15:07	CC_BY_NC_4_0	Alejandro Garza Garcia	Alejandro Garza Garcia			2022-06-03T11:11:14.105Z	StillImage	COORDINATE_ROUNDED
3113421844	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/78541978	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	11.049293	-85.470129	1347.0						2021-05-12T07:37:27	12	5	2021	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	78541978		Jairo Moya Vargas	2021-05-13T04:10:12	CC_BY_NC_4_0	Jairo Moya Vargas	Jairo Moya Vargas			2022-06-03T10:56:28.080Z	StillImage	COORDINATE_ROUNDED
3097275563	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73407648	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.377738	-84.61128	2538.0						2021-04-04T12:15:00	4	4	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73407648		Jaime Marcelo Aranda Sánchez	2021-04-09T22:42:23	CC_BY_NC_4_0	nubegris	nubegris			2022-06-03T11:31:57.017Z	StillImage	COORDINATE_ROUNDED
3079910798	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73053113	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.450145	-83.567897	164.0						2015-02-19T12:26:00	19	2	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73053113		gernotkunz	2021-04-05T21:48:18	CC_BY_NC_4_0	gernotkunz	gernotkunz			2022-06-03T11:14:38.592Z		COORDINATE_ROUNDED
3079872785	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73053107	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.450145	-83.567897	164.0						2015-02-19T12:33:00	19	2	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73053107		gernotkunz	2021-04-05T21:48:17	CC_BY_NC_4_0	gernotkunz	gernotkunz			2022-06-03T10:56:33.756Z		COORDINATE_ROUNDED
3067612232	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66718421	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.792021	-84.593712	1000.0						2015-06-26T10:05:00	26	6	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	66718421		J Mollenhauer	2020-12-18T01:09:50	CC_BY_NC_4_0	J Mollenhauer	J Mollenhauer			2022-06-03T11:53:44.395Z	StillImage	COORDINATE_ROUNDED
3039288467	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69073331	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.642406	-82.784176	89.0						2020-12-13T03:47:00	13	12	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	69073331		Nicholas Hess	2021-02-05T00:07:44	CC_BY_NC_4_0	Nicholas Hess	Nicholas Hess			2022-06-03T11:27:19.412Z	StillImage	COORDINATE_ROUNDED
3039284809	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69259740	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.9438	-85.654791	3116.0						2021-02-05T17:04:00	5	2	2021	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	69259740		Michelle Monge-Velazquez	2021-02-08T16:04:25	CC_BY_NC_4_0	Michelle Monge-Velazquez	Michelle Monge-Velazquez			2022-06-03T11:11:37.793Z	StillImage	COORDINATE_ROUNDED
